task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
Confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,confer with potential customer regard equipment need and advise customer on type of equipment to purchase,0.0019543719300074,11-2022,Sales Managers,13.0,Supplemental,21.0,06/2008,Occupational Expert,11,Management Occupations,1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,603710.0,0.8,77.37,160930,0.5,32.17,46.11,66.38,96.87,,66910,95910,138060,201490,,,,1.308465769230769,0.0,0.0,4.07,,,65.22,,
Monitor customer preferences to determine focus of sales efforts.,Monitor customer preference to determine focus of sale effort,0.0036481609360138,11-2022,Sales Managers,2.0,Core,21.0,06/2008,Occupational Expert,11,Management Occupations,1.0,1.0,0.0030003032449350663,0.003665813928521808,U.S.,603710.0,0.8,77.37,160930,0.5,32.17,46.11,66.38,96.87,,66910,95910,138060,201490,,,,0.7907399999999999,0.0,0.0,3.57,,,95.65,,
Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,Advise dealer and distributor on policy and operating procedure to ensure functional effectiveness of business,0.0027361207020103,11-2022,Sales Managers,8.0,Supplemental,21.0,06/2008,Occupational Expert,11,Management Occupations,1.0,1.0,0.0022502274337012585,0.002749360446391306,U.S.,603710.0,0.8,77.37,160930,0.5,32.17,46.11,66.38,96.87,,66910,95910,138060,201490,,,,0.42789961538461535,0.0,0.0,3.26,,,82.61,,
"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",evaluate the organization technology use and need and recommend improvement such as hardware and software upgrade,0.0293155789501113,11-3021,Computer and Information Systems Managers,973.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.02410957964679997,0.029457433354193506,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,0.5293823076923077,0.16221793461538464,1.5643214307692308,3.7,3.1996,4.1956,97.24,81.4086,99.6474
"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Consult with user management vendor and technician to assess computing need and system requirement,0.0651457310002475,11-3021,Computer and Information Systems Managers,967.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.05357684365955563,0.06546096300931907,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,0.5288196153846154,0.2463801346153846,1.2997765461538462,3.85,3.5694,4.1233,85.98,66.7134,94.9369
Provide users with technical support for computer problems.,provide user with technical support for computer problem,0.0029967036260113,11-3021,Computer and Information Systems Managers,15198.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.002464534808339489,0.003011204298428592,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,2.30213,0.7437709730769232,6.266641426923076,3.99,3.7639,4.2083,91.34,74.2844,97.4666
"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",develop computer information resource provide for datum security and control strategic computing and disaster recovery,0.0028664121640108,11-3021,Computer and Information Systems Managers,971.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.0023573811210203743,0.0028802823724099493,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,0.46376615384615383,0.15737125384615386,1.2815573153846154,3.94,3.5749,4.3145,81.61,49.6838,95.2281
Prepare and review operational reports or project progress reports.,prepare and review operational report or project progress report,0.0076871962580292,11-3021,Computer and Information Systems Managers,980.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.00632206755182756,0.007724393635099646,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,0.6591584615384616,0.32746667307692306,1.4251425538461537,3.63,3.2173,4.0423,95.71,79.3161,99.2373
Review project plans to plan and coordinate project activity.,Review project plan to plan and coordinate project activity,0.0179802217560683,11-3021,Computer and Information Systems Managers,978.0,Core,120.0,06/2008,Incumbent,11,Management Occupations,1.0,1.0,0.014787208850037346,0.018067225790572055,U.S.,645970.0,0.6,90.38,187990,0.3,50.22,64.59,82.31,103.95,,104450,134350,171200,216220,,,,0.5610784615384615,0.31632345,0.9376653153846153,4.08,3.8032,4.3574,99.97,99.782,99.9964
"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",analyze the financial detail of past present and expect operation to identify development opportunity and area where improvement be need,0.0157652669020599,11-3031,Treasurers and Controllers,8867.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.012965596165612468,0.01584155304825522,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.20630615384615386,0.0,0.0,4.08,,,96.0,,
"Advise management on short-term and long-term financial objectives, policies, and actions.",Advise management on short term and long term financial objective policy and action,0.0039087438600148,11-3031,Treasurers and Controllers,8868.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.003214610619573297,0.003927657780559094,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.20492307692307693,0.0,0.0,4.0,,,100.0,,
Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,provide direction and assistance to other organizational unit regard accounting and budgeting policy and procedure and efficient control and utilization of financial resource,0.0036481609360138,11-3031,Treasurers and Controllers,8869.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.0030003032449350663,0.003665813928521808,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.4498076923076923,0.0,0.0,3.9,,,80.0,,
"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",prepare or direct preparation of financial statement business activity report financial position forecast annual budget or report require by regulatory agency,0.0076871962580292,11-3031,Treasurers and Controllers,8856.0,Core,29.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.00632206755182756,0.007724393635099646,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.13968115384615387,0.0,0.0,4.14,,,88.0,,
"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",receive record and authorize request for disbursement in accordance with company policy and procedure,0.01315943766205,11-3031,Treasurers and Controllers,8861.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.010822522419230242,0.013223114527882458,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,2.312581153846154,0.0,0.0,4.33,,,96.0,,
"Develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",develop internal control policy guideline and procedure for activity such as budget administration cash and credit management and accounting,0.0037784523980143,11-3031,Treasurers and Controllers,8866.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.0031074569322541816,0.0037967358545404513,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.05258038461538462,0.0,0.0,4.25,,,96.0,,
"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",maintain current knowledge of organizational policy and procedure federal and state policy and directive and current accounting standard,0.0272309155581034,11-3031,Treasurers and Controllers,8859.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.02239512064969421,0.02736268253789532,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.6907949999999999,0.0,0.0,4.0,,,100.0,,
"Compute, withhold, and account for all payroll deductions.",compute withhold and account for all payroll deduction,0.0027361207020103,11-3031,Treasurers and Controllers,8873.0,Supplemental,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.0022502274337012585,0.002749360446391306,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.4626392307692308,0.0,0.0,4.0,,,28.0,,
"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",delegate authority for the receipt disbursement banking protection and custody of fund security and financial instrument,0.0023452463160089,11-3031,Treasurers and Controllers,8858.0,Core,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.0019287663717439947,0.002356594668335477,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,1.271076923076923,0.0,0.0,4.48,,,100.0,,
"Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.",determine depreciation rate to apply to capitalize item and advise management on action regard the purchase lease or disposal of such item,0.0020846633920079,11-3031,Treasurers and Controllers,8875.0,Supplemental,30.0,07/2012,Occupational Expert,11,Management Occupations,1.0,1.0,0.001714458997105764,0.0020947508162981908,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,0.03950653846153846,0.0,0.0,3.0,,,44.0,,
Develop or analyze information to assess the current or future financial status of firms.,develop or analyze information to assess the current or future financial status of firm,0.0570676603562168,11-3031,"Financial Managers, Branch or Department",8894.0,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.046933315045770724,0.0573438035961635,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,2.036891923076923,0.6733450692307692,5.954426888461539,4.14,3.6773,4.6106,43.38,25.7058,62.9144
Analyze and classify risks and investments to determine their potential impacts on companies.,analyze and classify risk and investment to determine their potential impact on company,0.0375239410561425,11-3031,"Financial Managers, Branch or Department",8892.0,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.030860261947903995,0.03770551469336773,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,,,,,,,,,
"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",prepare financial or regulatory report require by law regulation or board of director,0.0020846633920079,11-3031,"Financial Managers, Branch or Department",8883.0,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.001714458997105764,0.0020947508162981908,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,1.3030730769230772,0.2622427692307693,5.155844588461538,4.04,3.5282,4.5592,51.99,35.4367,68.1119
"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",evaluate financial reporting system accounting or collection procedure or investment activity and make recommendation for change to procedure operating system budget or other financial control function,0.0298367447981133,11-3031,"Financial Managers, Branch or Department",8887.0,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.024538194396076435,0.02998112105826808,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,1.1879157692307691,0.3575816153846154,3.599139603846154,3.82,3.3394,4.3063,64.14,46.3149,78.7608
Oversee the flow of cash or financial instruments.,oversee the flow of cash or financial instrument,0.0050813670180193,11-3031,"Financial Managers, Branch or Department",8879.0,Supplemental,85.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.004178993805445335,0.005105955114726883,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,1.6148507692307692,0.5005532153846154,4.5776509,4.2,3.9024,4.5055,72.26,60.7283,81.4464
"Plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.",plan direct and coordinate risk and insurance program of establishment to control risk and loss,0.0045602011700173,11-3031,"Financial Managers, Branch or Department",8888.0,Supplemental,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.003750379056168874,0.004582267410652311,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,,,,,,,,,
Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,establish and maintain relationship with individual or business customer or provide assistance with problem these customer may encounter,0.0109444828080415,11-3031,"Financial Managers, Branch or Department",8876.0,Core,86.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.00900090973480528,0.010997441785565524,U.S.,818620.0,0.7,86.76,180470,0.3,41.58,56.91,77.74,102.98,,86490,118360,161700,214210,,,,3.716392307692308,1.69963815,7.058495669230769,4.3,3.9246,4.6678,83.85,57.3893,95.2433
