task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Integrate environmental information into product or company marketing strategies, policies, or activities.",integrate environmental information into product or company marketing strategy policy or activity,0.0045602011700173,11-2021,Marketing Managers,19504.0,Supplemental,116.0,07/2015,Incumbent,11.0,Management Occupations,1.0,1.0,0.0037503790561688,0.0045822674106523,U.S.,384980.0,0.8,82.46,171520.0,0.6,39.38,53.47,77.42,101.48,,81900.0,111210.0,161030.0,211080.0,,,,0.1074,0.03078835,0.3921606307692308,2.59,2.0925,3.0847,46.94,33.2374,61.1204,False
Initiate market research studies or analyze their findings.,initiate market research study or analyze their finding,0.0035178694740133,11-2021,Marketing Managers,963.0,Core,116.0,07/2015,Incumbent,11.0,Management Occupations,1.0,1.0,0.0028931495576159,0.0035348920025031,U.S.,384980.0,0.8,82.46,171520.0,0.6,39.38,53.47,77.42,101.48,,81900.0,111210.0,161030.0,211080.0,,,,0.3218734615384615,0.11078775,1.0463251576923076,3.4,3.2063,3.5998,88.47,79.2492,93.9126,False
Determine price schedules and discount rates.,determine price schedule and discount rate,0.0076871962580292,11-2022,Sales Managers,4.0,Core,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0063220675518275,0.0077243936350996,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,0.4409696153846153,0.0,0.0,3.61,,,100.0,,,False
Resolve customer complaints regarding sales and service.,resolve customer complaint regard sale and service,0.0149835181300569,11-2022,Sales Managers,1.0,Core,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0123226740416977,0.0150560214921433,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,0.6126284615384615,0.0,0.0,4.09,,,100.0,,,False
Review operational records and reports to project sales and determine profitability.,review operational record and report to project sale and determine profitability,0.0048207840940183,11-2022,Sales Managers,5.0,Core,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0039646864308071,0.0048441112626895,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,0.5340815384615385,0.0,0.0,3.95,,,95.65,,,False
"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate or other subjects of sale.",direct and coordinate activity involve sale of manufacture product service commodity real estate or other subject of sale,0.0019543719300074,11-2022,Sales Managers,3.0,Supplemental,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,3.4070615384615386,0.0,0.0,4.22,,,100.0,,,False
Confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,confer with potential customer regard equipment need and advise customer on type of equipment to purchase,0.0019543719300074,11-2022,Sales Managers,13.0,Supplemental,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,1.308465769230769,0.0,0.0,4.07,,,65.22,,,False
Monitor customer preferences to determine focus of sales efforts.,Monitor customer preference to determine focus of sale effort,0.0036481609360138,11-2022,Sales Managers,2.0,Core,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,0.7907399999999999,0.0,0.0,3.57,,,95.65,,,False
Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,Advise dealer and distributor on policy and operating procedure to ensure functional effectiveness of business,0.0027361207020103,11-2022,Sales Managers,8.0,Supplemental,21.0,06/2008,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0022502274337012,0.0027493604463913,U.S.,603710.0,0.8,77.37,160930.0,0.5,32.17,46.11,66.38,96.87,,66910.0,95910.0,138060.0,201490.0,,,,0.4278996153846153,0.0,0.0,3.26,,,82.61,,,False
"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",evaluate the organization technology use and need and recommend improvement such as hardware and software upgrade,0.0293155789501113,11-3021,Computer and Information Systems Managers,973.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0241095796467999,0.0294574333541935,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,0.5293823076923077,0.1622179346153846,1.5643214307692308,3.7,3.1996,4.1956,97.24,81.4086,99.6474,False
"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Consult with user management vendor and technician to assess computing need and system requirement,0.0651457310002475,11-3021,Computer and Information Systems Managers,967.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0535768436595556,0.065460963009319,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,0.5288196153846154,0.2463801346153846,1.2997765461538462,3.85,3.5694,4.1233,85.98,66.7134,94.9369,False
Provide users with technical support for computer problems.,provide user with technical support for computer problem,0.0029967036260113,11-3021,Computer and Information Systems Managers,15198.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,2.30213,0.7437709730769232,6.266641426923076,3.99,3.7639,4.2083,91.34,74.2844,97.4666,False
"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",develop computer information resource provide for datum security and control strategic computing and disaster recovery,0.0028664121640108,11-3021,Computer and Information Systems Managers,971.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0023573811210203,0.0028802823724099,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,0.4637661538461538,0.1573712538461538,1.2815573153846154,3.94,3.5749,4.3145,81.61,49.6838,95.2281,False
Prepare and review operational reports or project progress reports.,prepare and review operational report or project progress report,0.0076871962580292,11-3021,Computer and Information Systems Managers,980.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0063220675518275,0.0077243936350996,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,0.6591584615384616,0.327466673076923,1.4251425538461535,3.63,3.2173,4.0423,95.71,79.3161,99.2373,False
Review project plans to plan and coordinate project activity.,Review project plan to plan and coordinate project activity,0.0179802217560683,11-3021,Computer and Information Systems Managers,978.0,Core,120.0,06/2008,Incumbent,11.0,Management Occupations,1.0,1.0,0.0147872088500373,0.018067225790572,U.S.,645970.0,0.6,90.38,187990.0,0.3,50.22,64.59,82.31,103.95,,104450.0,134350.0,171200.0,216220.0,,,,0.5610784615384615,0.31632345,0.9376653153846152,4.08,3.8032,4.3574,99.97,99.782,99.9964,False
"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",analyze the financial detail of past present and expect operation to identify development opportunity and area where improvement be need,0.0157652669020599,11-3031,Treasurers and Controllers,8867.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0129655961656124,0.0158415530482552,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.2063061538461538,0.0,0.0,4.08,,,96.0,,,False
"Advise management on short-term and long-term financial objectives, policies, and actions.",Advise management on short term and long term financial objective policy and action,0.0039087438600148,11-3031,Treasurers and Controllers,8868.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.2049230769230769,0.0,0.0,4.0,,,100.0,,,False
Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,provide direction and assistance to other organizational unit regard accounting and budgeting policy and procedure and efficient control and utilization of financial resource,0.0036481609360138,11-3031,Treasurers and Controllers,8869.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.4498076923076923,0.0,0.0,3.9,,,80.0,,,False
"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",prepare or direct preparation of financial statement business activity report financial position forecast annual budget or report require by regulatory agency,0.0076871962580292,11-3031,Treasurers and Controllers,8856.0,Core,29.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0063220675518275,0.0077243936350996,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.1396811538461538,0.0,0.0,4.14,,,88.0,,,False
"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",receive record and authorize request for disbursement in accordance with company policy and procedure,0.01315943766205,11-3031,Treasurers and Controllers,8861.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0108225224192302,0.0132231145278824,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,2.312581153846154,0.0,0.0,4.33,,,96.0,,,False
"Develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",develop internal control policy guideline and procedure for activity such as budget administration cash and credit management and accounting,0.0037784523980143,11-3031,Treasurers and Controllers,8866.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0031074569322541,0.0037967358545404,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.0525803846153846,0.0,0.0,4.25,,,96.0,,,False
"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",maintain current knowledge of organizational policy and procedure federal and state policy and directive and current accounting standard,0.0272309155581034,11-3031,Treasurers and Controllers,8859.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0223951206496942,0.0273626825378953,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.6907949999999999,0.0,0.0,4.0,,,100.0,,,False
"Compute, withhold, and account for all payroll deductions.",compute withhold and account for all payroll deduction,0.0027361207020103,11-3031,Treasurers and Controllers,8873.0,Supplemental,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0022502274337012,0.0027493604463913,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.4626392307692308,0.0,0.0,4.0,,,28.0,,,False
"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",delegate authority for the receipt disbursement banking protection and custody of fund security and financial instrument,0.0023452463160089,11-3031,Treasurers and Controllers,8858.0,Core,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,1.271076923076923,0.0,0.0,4.48,,,100.0,,,False
"Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.",determine depreciation rate to apply to capitalize item and advise management on action regard the purchase lease or disposal of such item,0.0020846633920079,11-3031,Treasurers and Controllers,8875.0,Supplemental,30.0,07/2012,Occupational Expert,11.0,Management Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,0.0395065384615384,0.0,0.0,3.0,,,44.0,,,False
Develop or analyze information to assess the current or future financial status of firms.,develop or analyze information to assess the current or future financial status of firm,0.0570676603562168,11-3031,"Financial Managers, Branch or Department",8894.0,Supplemental,86.0,07/2014,Incumbent,11.0,Management Occupations,1.0,1.0,0.0469333150457707,0.0573438035961635,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,2.036891923076923,0.6733450692307692,5.954426888461539,4.14,3.6773,4.6106,43.38,25.7058,62.9144,False
Analyze and classify risks and investments to determine their potential impacts on companies.,analyze and classify risk and investment to determine their potential impact on company,0.0375239410561425,11-3031,"Financial Managers, Branch or Department",8892.0,Supplemental,86.0,07/2014,Incumbent,11.0,Management Occupations,1.0,1.0,0.0308602619479039,0.0377055146933677,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,1.560167451923077,,,3.90875,,,53.93625,,,True
"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",prepare financial or regulatory report require by law regulation or board of director,0.0020846633920079,11-3031,"Financial Managers, Branch or Department",8883.0,Supplemental,86.0,07/2014,Incumbent,11.0,Management Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,818620.0,0.7,86.76,180470.0,0.3,41.58,56.91,77.74,102.98,,86490.0,118360.0,161700.0,214210.0,,,,1.3030730769230772,0.2622427692307693,5.155844588461538,4.04,3.5282,4.5592,51.99,35.4367,68.1119,False
