O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
11-3013.00,Facilities Managers,21281,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,0.6471584615384616,0.30196965,1.4624153423076922,3.72,3.455,3.9804,89.37,75.2926,95.8663
11-3013.00,Facilities Managers,21282,Set goals and deadlines for the department.,0.7335192307692308,0.33855052307692307,1.7111991846153847,3.98,3.7492,4.2142,94.63,82.2566,98.5307
11-3021.00,Computer and Information Systems Managers,966,"Manage backup, security and user help systems.",1.8095561538461538,0.7460084769230769,4.119239415384616,4.19,3.7807,4.5916,65.58,35.6902,86.7433
11-3021.00,Computer and Information Systems Managers,967,"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",0.36698807692307694,0.15635951538461537,0.9705967692307692,3.85,3.5694,4.1233,85.98,66.7134,94.9369
11-3021.00,Computer and Information Systems Managers,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",1.0065261538461538,0.47465293846153844,2.237684646153846,4.11,3.8482,4.373,99.97,99.7973,99.9966
11-3021.00,Computer and Information Systems Managers,969,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",0.9867938461538461,0.38318173846153847,2.4981757,4.04,3.8065,4.2661,92.97,77.3769,98.0847
11-3021.00,Computer and Information Systems Managers,970,Stay abreast of advances in technology.,0.48399000000000003,0.21088486923076924,1.3282637,3.88,3.4552,4.3093,100.0,,
11-3021.00,Computer and Information Systems Managers,971,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",0.3691026923076923,0.11327646923076924,1.1049116615384615,3.94,3.5749,4.3145,81.61,49.6838,95.2281
11-3021.00,Computer and Information Systems Managers,972,Review and approve all systems charts and programs prior to their implementation.,0.24053884615384613,0.0908288576923077,0.64765125,3.68,3.3744,3.9871,87.19,68.7754,95.4647
11-3021.00,Computer and Information Systems Managers,973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",0.44918884615384613,0.12571151153846155,1.4065240653846156,3.7,3.1996,4.1956,97.24,81.4086,99.6474
11-3021.00,Computer and Information Systems Managers,974,Control operational budget and expenditures.,0.23206615384615384,0.09593493461538462,0.4826108192307692,3.53,3.0709,3.9951,84.33,50.3665,96.614
11-3021.00,Computer and Information Systems Managers,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",0.40747384615384613,0.22022653076923077,0.8054393923076923,4.1,3.8874,4.3127,94.97,73.0819,99.2436
11-3021.00,Computer and Information Systems Managers,976,"Develop and interpret organizational goals, policies, and procedures.",0.32430423076923076,0.1218273,1.0379746346153846,3.7,3.3703,4.0331,93.86,81.0522,98.204
11-3021.00,Computer and Information Systems Managers,977,"Recruit, hire, train and supervise staff, or participate in staffing decisions.",0.328975,0.09547301923076923,1.3128889307692306,3.88,3.5861,4.1798,98.01,90.537,99.6054
11-3021.00,Computer and Information Systems Managers,978,Review project plans to plan and coordinate project activity.,0.4361323076923077,0.24664773076923074,0.7367324153846153,4.08,3.8032,4.3574,99.97,99.782,99.9964
11-3021.00,Computer and Information Systems Managers,979,Evaluate data processing proposals to assess project feasibility and requirements.,0.1608353846153846,0.06069166538461538,0.5402222346153847,3.59,3.2813,3.9076,70.83,47.1949,86.8335
11-3021.00,Computer and Information Systems Managers,980,Prepare and review operational reports or project progress reports.,0.5108719230769231,0.25894045384615383,1.082403873076923,3.63,3.2173,4.0423,95.71,79.3161,99.2373
11-3021.00,Computer and Information Systems Managers,981,Purchase necessary equipment.,0.10565076923076923,0.036729807692307694,0.2893547576923077,3.39,2.9466,3.8235,88.84,65.6683,97.071
11-3021.00,Computer and Information Systems Managers,15198,Provide users with technical support for computer problems.,1.7561353846153847,0.5919499,4.634025869230769,3.99,3.7639,4.2083,91.34,74.2844,97.4666
11-3031.00,Financial Managers,21311,Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,2.74636,1.276134176923077,5.166609353846154,4.3,3.9246,4.6678,83.85,57.3893,95.2433
11-3031.00,Financial Managers,21312,"Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",1.3976607692307692,0.6697019307692307,3.3493323538461537,4.13,3.9195,4.3376,79.8,52.0667,93.495
11-3031.00,Financial Managers,21313,Recruit staff members.,0.04284307692307693,0.00828521153846154,0.3080080423076923,3.78,3.3434,4.2068,91.26,75.0377,97.315
11-3031.00,Financial Managers,21314,Prepare operational or risk reports for management analysis.,0.1996023076923077,0.06786762692307693,0.4927236923076923,3.65,3.4195,3.8793,43.32,28.6209,59.3029
11-3031.00,Financial Managers,21315,Evaluate data pertaining to costs to plan budgets.,0.6441157692307692,0.16863580384615384,2.1956856769230773,3.61,3.306,3.9143,70.1,49.4224,84.9119
11-3031.00,Financial Managers,21316,Oversee training programs.,0.12562576923076924,0.04286990384615384,0.3394385615384615,3.47,2.7607,4.1804,79.15,66.2483,88.018
11-3031.00,Financial Managers,21317,"Examine, evaluate, or process loan applications.",1.2284138461538463,0.3592750846153846,4.1007580692307695,3.98,3.5689,4.3945,44.6,23.4813,67.8645
11-3031.00,Financial Managers,21318,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",0.8903946153846153,0.4303800076923077,1.6168836384615384,4.09,3.5212,4.666,47.62,29.5119,66.3801
11-3031.00,Financial Managers,21319,Oversee the flow of cash or financial instruments.,1.2641076923076924,0.39330995384615386,3.4935864,4.2,3.9024,4.5055,72.26,60.7283,81.4464
11-3031.00,Financial Managers,21320,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",0.8433776923076923,0.1585636653846154,3.4372793884615387,4.04,3.5282,4.5592,51.99,35.4367,68.1119
11-3031.00,Financial Managers,21321,Develop or analyze information to assess the current or future financial status of firms.,1.4767084615384616,0.5129715846153846,4.329775180769231,4.14,3.6773,4.6106,43.38,25.7058,62.9144
11-3031.00,Financial Managers,21322,Communicate with stockholders or other investors to provide information or to raise capital.,0.2639961538461538,0.08941053846153846,0.5881529076923077,4.24,3.5351,4.9393,34.46,19.1134,53.9071
11-3031.00,Financial Managers,21323,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",0.798743076923077,0.24122799230769232,2.415881003846154,3.82,3.3394,4.3063,64.14,46.3149,78.7608
11-3031.00,Financial Managers,21325,Network within communities to find and attract new business.,0.7498407692307693,0.30595383846153845,1.8746935615384612,3.76,3.4135,4.1032,49.85,19.2879,80.5271
11-3031.00,Financial Managers,21326,Review collection reports to determine the status of collections and the amounts of outstanding balances.,0.6979007692307693,0.2813939615384615,1.484260803846154,3.61,3.1497,4.0797,45.61,24.1464,68.838
11-3031.00,Financial Managers,21327,"Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.",0.5739303846153846,0.13970063846153846,2.540302715384615,4.38,3.9913,4.7613,52.24,34.2759,69.6413
11-3031.00,Financial Managers,21329,Review reports of securities transactions or price lists to analyze market conditions.,0.10749153846153847,0.024190753846153847,0.3777566846153846,3.18,2.441,3.9223,25.66,16.5504,37.5187
11-3031.01,Treasurers and Controllers,8855,Prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.,0.013285384615384617,0.0,0.0,4.45,,,45.83,,
11-3031.01,Treasurers and Controllers,8856,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.051396153846153855,0.0,0.0,4.14,,,88.0,,
11-3031.01,Treasurers and Controllers,8857,"Supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties.",1.1669253846153844,0.0,0.0,4.33,,,62.5,,
11-3031.01,Treasurers and Controllers,8858,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",1.0644615384615386,0.0,0.0,4.48,,,100.0,,
11-3031.01,Treasurers and Controllers,8859,"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",0.48072038461538463,0.0,0.0,4.0,,,100.0,,
11-3031.01,Treasurers and Controllers,8860,Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,0.02732346153846154,0.0,0.0,4.06,,,76.0,,
11-3031.01,Treasurers and Controllers,8861,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",1.9417207692307692,0.0,0.0,4.33,,,96.0,,
11-3031.01,Treasurers and Controllers,8863,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",0.19842423076923077,0.0,0.0,4.09,,,96.0,,
11-3031.01,Treasurers and Controllers,8864,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",0.462,0.0,0.0,4.44,,,100.0,,
11-3031.01,Treasurers and Controllers,8865,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",0.09901538461538462,0.0,0.0,4.22,,,92.0,,
11-3031.01,Treasurers and Controllers,8866,"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting.",0.02003846153846154,0.0,0.0,4.25,,,96.0,,
11-3031.01,Treasurers and Controllers,8867,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.09715692307692309,0.0,0.0,4.08,,,96.0,,
11-3031.01,Treasurers and Controllers,8868,"Advise management on short-term and long-term financial objectives, policies, and actions.",0.07076923076923078,0.0,0.0,4.0,,,100.0,,
11-3031.01,Treasurers and Controllers,8869,Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,0.3540384615384615,0.0,0.0,3.9,,,80.0,,
11-3031.01,Treasurers and Controllers,8870,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,0.4580446153846154,0.0,0.0,4.52,,,96.0,,
11-3031.01,Treasurers and Controllers,8871,Lead staff training and development in budgeting and financial management areas.,0.034423076923076924,0.0,0.0,3.71,,,87.5,,
11-3031.01,Treasurers and Controllers,8872,Receive cash and checks and make deposits.,1.1350000000000002,0.0,0.0,4.2,,,80.0,,
11-3031.01,Treasurers and Controllers,8873,"Compute, withhold, and account for all payroll deductions.",0.3406523076923077,0.0,0.0,4.0,,,28.0,,
11-3031.01,Treasurers and Controllers,8874,Perform tax planning work.,0.012639615384615385,0.0,0.0,4.14,,,28.0,,
11-3031.01,Treasurers and Controllers,8875,"Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.",0.012935769230769232,0.0,0.0,3.0,,,44.0,,
11-3031.01,Treasurers and Controllers,20168,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",0.9943076923076923,0.0,0.0,4.4,,,100.0,,
