task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,feedback_loop,directive,task_iteration,validation,learning,filtered
"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",formulate direct or coordinate marketing activities or policies to promote products or services working with advertising or promotion managers,11-2021.00,Marketing Managers,marketing managers,Core,117.0,Incumbent,1.0,0.0118703275725906,0.0153719220863149,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.249683210130427,0.3136534893950695,0.1398801102216689,0.0886736649834599,2.290420384615385,4.24,98.22,False,2.290420384615385,4.24,98.22,False,0.0,0.3129251700680272,0.4625850340136054,0.0,0.1564625850340136,0.0680272108843537
"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",evaluate the financial aspects of product development such as budgets expenditures research and development appropriations or returnoninvestment and profitloss projections,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.0022610147757315,0.002927985159298,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.249683210130427,0.3136534893950695,0.1398801102216689,0.0886736649834599,0.6194011538461538,3.99,81.95,False,0.6194011538461538,3.99,81.95,False,0.0,0.0,0.0,0.0,0.0,1.0
"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",identify develop or evaluate marketing strategy based on knowledge of establishment objectives market characteristics and cost and markup factors,11-2021.00,Marketing Managers,marketing managers,Core,117.0,Incumbent,1.0,0.0020995137203221,0.0027188433622053,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.249683210130427,0.3136534893950695,0.1398801102216689,0.0886736649834599,1.5720896153846151,4.3,98.32,False,1.5720896153846151,4.3,98.32,False,0.0,0.0,0.5769230769230769,0.0,0.0,0.4230769230769231
"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",recommend modifications to products packaging production processes or other characteristics to improve the environmental soundness or sustainability of products,11-2021.00,Marketing Managers,marketing managers,Supplemental,116.0,Incumbent,1.0,0.0019380126649126,0.0025097015651125,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.249683210130427,0.3136534893950695,0.1398801102216689,0.0886736649834599,0.16541,3.12,48.28,False,0.16541,3.12,48.28,False,0.0,0.0,0.0,0.0,0.0,1.0
Compile lists describing product or service offerings.,compile lists describing product or service offerings,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.0012920084432751,0.0016731343767417,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.249683210130427,0.3136534893950695,0.1398801102216689,0.0886736649834599,0.5431592307692308,3.7,84.1,False,0.5431592307692308,3.7,84.1,False,0.0,0.0,0.0,0.0,0.0,1.0
Review operational records and reports to project sales and determine profitability.,review operational records and reports to project sales and determine profitability,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0015342600263892,0.0019868470723808,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.3915430692187648,0.4140608564270278,0.2645096697773536,0.1635418491910519,0.5340815384615385,3.95,95.65,False,0.523786923076923,3.76,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
Determine price schedules and discount rates.,determine price schedules and discount rates,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0040375263852349,0.005228544927318,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.3915430692187648,0.4140608564270278,0.2645096697773536,0.1635418491910519,0.4409696153846153,3.61,100.0,False,1.0398634615384614,3.8,100.0,False,0.0,0.32,0.42,0.0,0.0,0.26
Resolve customer complaints regarding sales and service.,resolve customer complaints regarding sales and service,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0097708138522685,0.0126530787241095,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.3915430692187648,0.4140608564270278,0.2645096697773536,0.1635418491910519,0.6126284615384615,4.09,100.0,False,0.7746153846153847,4.45,95.24,False,0.0,0.2479338842975206,0.2396694214876033,0.0,0.2148760330578512,0.2975206611570248
Prepare budgets and approve budget expenditures.,prepare budgets and approve budget expenditures,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0012920084432751,0.0016731343767417,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.3915430692187648,0.4140608564270278,0.2645096697773536,0.1635418491910519,0.2694615384615384,3.59,100.0,False,0.0765384615384615,3.4,95.24,False,0.0,0.0,0.0,0.0,0.0,1.0
Evaluate advertising and promotion programs for compatibility with public relations efforts.,evaluate advertising and promotion programs for compatibility with public relations efforts,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0034722726913019,0.0044965486374933,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,0.8265284615384615,3.76,92.57,False,0.0,0.0,0.0,0.4186046511627907,0.0,0.5813953488372093
"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.",establish and maintain effective working relationships with clients government officials and media representatives and use these relationships to develop new business opportunities,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,102.0,Incumbent,1.0,0.0020995137203221,0.0027188433622053,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,2.547312692307692,4.39,96.49,False,0.0,0.0,0.0,0.0,0.0,1.0
"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",identify main client groups and audiences determine the best way to communicate publicity information to them and develop and implement a communication plan,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0019380126649126,0.0025097015651125,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,1.7762684615384616,4.24,89.37,False,0.0,0.0,0.0,0.0,0.0,1.0
Draft speeches for company executives and arrange interviews and other forms of contact for them.,draft speeches for company executives and arrange interviews and other forms of contact for them,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0057332874670335,0.0074245337967915,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,0.5544096153846154,3.82,92.92,False,0.0,0.4507042253521127,0.4788732394366197,0.0,0.0,0.0704225352112676
Respond to requests for information about employers' activities or status.,respond to requests for information about employers activities or status,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0021802642480268,0.0028234142607516,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,1.597005769230769,3.96,87.57,False,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444
"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",develop and maintain the companys corporate image and identity which includes the use of logos and signage,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0528108451188728,0.0683893676493194,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,1.308296153846154,4.06,88.87,False,0.0229357798165137,0.2553516819571865,0.591743119266055,0.0,0.091743119266055,0.0382262996941896
"Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.",write interesting and effective press releases prepare information for media kits and develop and maintain company internet or intranet web pages,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0457047986808594,0.0591871285772397,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.4,60380.0,330.0,0.0366372397014593,0.019125212767992,0.043786412230724,0.0175223409847555,0.8348491062271063,3.8789047619047614,84.09519047619048,True,2.1224657692307694,4.35,88.45,False,0.0,0.3162544169611307,0.6236749116607774,0.0406360424028268,0.0,0.019434628975265
"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",develop computer information resources providing for data security and control strategic computing and disaster recovery,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0017765116095033,0.0023005597680198,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.2474679227183602,0.164072829220893,0.4637661538461538,3.94,81.61,False,0.9092892307692308,3.98,93.04,False,0.0,0.0,0.0,0.0,0.0,1.0
"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",consult with users management vendors and technicians to assess computing needs and system requirements,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0406982659631681,0.0527037328673654,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.2474679227183602,0.164072829220893,0.5288196153846154,3.85,85.98,False,0.9460834615384616,3.97,100.0,False,0.0615079365079365,0.1388888888888889,0.2003968253968254,0.0,0.5099206349206349,0.0892857142857142
"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",evaluate the organizations technology use and needs and recommend improvements such as hardware and software upgrades,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0098515643799731,0.0127576496226558,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.2474679227183602,0.164072829220893,0.5293823076923077,3.7,97.24,False,0.6596238461538462,3.64,97.47,False,0.1721311475409836,0.1967213114754098,0.0,0.0,0.5327868852459017,0.0983606557377049
Prepare and review operational reports or project progress reports.,prepare and review operational reports or project progress reports,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0016150105540939,0.0020914179709271,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.2474679227183602,0.164072829220893,0.6591584615384616,3.63,95.71,False,0.3922730769230769,3.59,91.76,False,0.0,0.0,0.0,0.0,0.0,1.0
Review project plans to plan and coordinate project activity.,review project plans to plan and coordinate project activity,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0022610147757315,0.002927985159298,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.2474679227183602,0.164072829220893,0.5610784615384615,4.08,99.97,False,0.8341438461538462,4.36,99.81,False,0.0,0.0,0.0,0.0,0.0,1.0
