task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Monitor and analyze system performance, such as network traffic, security, and capacity.",Telecommunications Engineering Specialists,1319,2.7,3.0,4,1,2.0,3.0,monitor and analyze system performance such as network traffic security and capacity,15-1143.01,Telecommunications Engineering Specialists,telecommunications engineering specialists,Core,23.0,Occupational Expert,1.0,0.0017017818719813,0.0020947508162981,Computer and Mathematical Occupations,3.0,62.69,130390.0,62.01,128990.0,41455.0,792.0,48.19,100240.0,65.5384,136326.40000000002,43.66,90810.0,59.3776,123501.6,68665.0,384.0,0.0268861173981943,0.0378679212806242,0.0497945345449266,0.0203896331458973,1.1274657692307692,3.86,66.67,False,1.0150453846153846,3.89,82.61,False
"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",Web Developers,1305,2.84,3.0,5,1,2.0,4.0,design build or maintain web sites using authoring or scripting languages content creation tools management tools and digital media,15-1134.00,Web Developers,web developers,Core,30.0,Occupational Expert,1.0,0.9678884396893838,1.191389526769608,Computer and Mathematical Occupations,4.0,45.44,94510.0,43.185,89825.0,67280.0,1455.0,31.23,64970.0,42.47280000000001,88359.20000000001,26.88,55910.0,36.5568,76037.6,127070.0,1870.0,0.0436352183946572,0.069567961443571,0.0921487148419693,0.0992932655802815,3.89107,4.42,100.0,False,4.046348076923077,4.4,100.0,False
"Analyze network data to determine network usage, disk space availability, or server function.",Computer Network Support Specialists,1291,2.77,3.0,5,1,2.0,3.0,analyze network data to determine network usage disk space availability or server function,15-1152.00,Computer Network Support Specialists,computer network support specialists,Core,117.0,Incumbent,1.0,0.0177623482888051,0.0218639616451125,Computer and Mathematical Occupations,2.0,35.26,73340.0,33.31,69280.0,146450.0,1000.0,29.93,62250.0,40.704800000000006,84660.0,26.63,55390.0,36.2168,75330.40000000001,184570.0,1770.0,0.0949818331435426,0.0478130319199801,0.1338466065820593,0.0939834652818707,2.14087,3.94,96.97,False,2.14087,3.94,96.97,False
"Coordinate with developers to optimize Web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",Search Marketing Strategists,1274,2.23,2.0,4,1,2.0,3.0,coordinate with developers to optimize web site architecture server configuration or page construction for search engine consumption and optimal visibility,15-1199.10,Search Marketing Strategists,search marketing strategists,Core,23.0,Occupational Expert,1.0,0.0185068778577969,0.022780415127243,Computer and Mathematical Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,40.98,85240.0,55.7328,115926.4,34.88,72540.0,47.436800000000005,98654.4,8692.0,102.0,0.2792511293725855,0.6363914548549353,0.0063032708696497,0.0054159963043789,1.6006303846153844,4.26,100.0,False,0.4344957692307692,4.43,100.0,False
Assess the usefulness of pre-developed application packages and adapt them to a user environment.,Computer Systems Analysts,1273,2.03,2.0,4,1,2.0,2.0,assess the usefulness of predeveloped application packages and adapt them to a user environment,15-1121.00,Computer Systems Analysts,computer systems analysts,Core,121.0,Incumbent,1.0,0.0471180855804831,0.0579984132262567,Computer and Mathematical Occupations,2.0,49.9,103790.0,44.87,93330.0,229346.0,2589.0,41.25,85800.0,56.1,116688.0,33.95,70610.0,46.172,96029.6,512927.0,3455.0,0.1487449880787908,0.1237879396408285,0.3719647742012025,0.1834536003100923,0.3685892307692308,3.34,86.76,False,0.7642826923076923,3.53,85.07,False
Analyze system performance or operational requirements.,Photonics Engineers,1265,1.49,1.0,4,1,1.0,2.0,analyze system performance or operational requirements,17-2199.07,Photonics Engineers,photonics engineers,Core,24.0,Occupational Expert,1.0,0.294301902485772,0.362260969293572,Architecture and Engineering Occupations,1.0,56.61,117750.0,54.47,113290.0,21535.714285714286,1520.0,46.11,95900.0,62.7096,130424.0,44.14,91810.0,60.03040000000001,124861.6,55958.0,250.0,0.0139672353766659,0.0726758085183697,0.0405796630607296,0.0132745007460269,0.5291288461538461,4.14,91.3,False,1.6376134615384617,3.91,100.0,False
"Perform hydraulic analyses of water supply systems or water distribution networks to model flow characteristics, test for pressure losses, or to identify opportunities to mitigate risks and improve operational efficiency.",Water/Wastewater Engineers,1265,1.33,1.0,4,1,1.0,2.0,perform hydraulic analyses of water supply systems or water distribution networks to model flow characteristics test for pressure losses or to identify opportunities to mitigate risks and improve operational efficiency,17-2081.01,Water/Wastewater Engineers,waterwastewater engineers,Core,29.0,Occupational Expert,1.0,0.0020208659729778,0.0024875165943541,Architecture and Engineering Occupations,1.0,47.88,99590.0,44.23,92000.0,118470.0,4610.0,40.65,84560.0,55.284,115001.6,38.13,79310.0,51.85680000000001,107861.6,31692.0,235.0,0.0768350820929702,0.2204180771511082,0.0229824275656857,0.0124780307012653,0.1363907692307692,3.59,77.27,False,0.1371746153846154,3.96,89.66,False
"Analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams.",Water/Wastewater Engineers,1265,1.32,1.0,4,1,1.0,2.0,analyze the efficiency of water delivery structures such as dams tainter gates canals pipes penstocks or cofferdams,17-2081.01,Water/Wastewater Engineers,waterwastewater engineers,Core,29.0,Occupational Expert,1.0,0.0032972023769637,0.0040585797065777,Architecture and Engineering Occupations,1.0,47.88,99590.0,44.23,92000.0,118470.0,4610.0,40.65,84560.0,55.284,115001.6,38.13,79310.0,51.85680000000001,107861.6,31692.0,235.0,0.0768350820929702,0.2204180771511082,0.0229824275656857,0.0124780307012653,0.084296923076923,3.27,68.18,False,0.0981330769230769,3.29,82.76,False
"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Computer User Support Specialists,1236,1.98,2.0,4,1,2.0,2.0,prepare evaluations of software or hardware and recommend improvements or upgrades,15-1151.00,Computer User Support Specialists,computer user support specialists,Core,140.0,Incumbent,1.0,0.0048926228819462,0.0060224085968572,Computer and Mathematical Occupations,2.0,29.01,60340.0,27.67,57560.0,697210.0,10750.0,23.38,48620.0,31.7968,66123.20000000001,20.39,42420.0,27.730400000000003,57691.2,585060.0,7760.0,0.4521835704063459,0.5139900931397862,0.424274235503601,0.4120405031566763,0.4074757692307692,3.39,97.96,False,0.3987265384615385,3.7,88.58,False
"Evaluate processes and technologies, and suggest revisions to increase productivity and efficiency.",Clinical Data Managers,1235,1.67,2.0,3,1,1.0,2.0,evaluate processes and technologies and suggest revisions to increase productivity and efficiency,15-2041.02,Clinical Data Managers,clinical data managers,Core,22.0,Occupational Expert,1.0,0.0042544546799533,0.0052368770407455,Computer and Mathematical Occupations,1.0,54.13,112590.0,55.97,116420.0,116720.0,4830.0,38.51,80110.0,52.3736,108949.6,35.5,73830.0,48.28,100408.8,7186.0,34.0,0.0757000994504219,0.2309369441735039,0.0052111486964223,0.0018053321014596,0.3565384615384616,3.7,100.0,False,0.1741761538461538,3.29,95.45,False
"Diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",Network and Computer Systems Administrators,1216,2.17,2.0,5,1,1.0,3.0,diagnose troubleshoot and resolve hardware software or other network and system problems and replace defective components when necessary,15-1142.00,Network and Computer Systems Administrators,network and computer systems administrators,Core,77.0,Incumbent,1.0,1.272188310673046,1.565957157108932,Computer and Mathematical Occupations,3.0,46.54,96800.0,42.47,88330.0,318570.0,2480.0,37.41,77810.0,50.8776,105821.6,35.16,73130.0,47.8176,99456.8,374480.0,3730.0,0.2066122402494938,0.1185763191615506,0.2715656782405027,0.1980555511307219,1.4528561538461535,4.08,97.96,False,2.159684615384615,4.32,100.0,False
Write computer programs or scripts to be used in querying databases.,Bioinformatics Technicians,1206,2.49,3.0,5,1,1.0,3.0,write computer programs or scripts to be used in querying databases,43-9111.01,Bioinformatics Technicians,bioinformatics technicians,Core,66.0,Incumbent,1.0,0.0663694930072719,0.0816952818356302,Office and Administrative Support Occupations,1.0,34.37,71490.0,34.37,71490.0,2330.0,26.0,20.53,42700.0,27.920800000000003,58072.00000000001,21.78,45310.0,29.620800000000003,61621.600000000006,11773.0,96.0,0.0015111483183643,0.0012431388299194,0.0085375526861926,0.0050974082864743,1.878878846153846,3.53,75.7,False,1.878878846153846,3.53,75.7,False
Design or implement web-based tools for querying large-scale biological databases.,Bioinformatics Technicians,1206,2.44,3.0,5,1,1.0,3.0,design or implement webbased tools for querying largescale biological databases,43-9111.01,Bioinformatics Technicians,bioinformatics technicians,Supplemental,65.0,Incumbent,1.0,0.0068071274879252,0.0083790032651927,Office and Administrative Support Occupations,1.0,34.37,71490.0,34.37,71490.0,2330.0,26.0,20.53,42700.0,27.920800000000003,58072.00000000001,21.78,45310.0,29.620800000000003,61621.600000000006,11773.0,96.0,0.0015111483183643,0.0012431388299194,0.0085375526861926,0.0050974082864743,1.1159911538461538,3.85,57.72,False,1.1159911538461538,3.85,57.72,False
"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",Bioinformatics Technicians,1206,2.36,3.0,5,1,1.0,3.0,extend existing software programs webbased interactive tools or database queries as sequence management and analysis needs evolve,43-9111.01,Bioinformatics Technicians,bioinformatics technicians,Core,65.0,Incumbent,1.0,0.0114870276358739,0.0141395680100128,Office and Administrative Support Occupations,1.0,34.37,71490.0,34.37,71490.0,2330.0,26.0,20.53,42700.0,27.920800000000003,58072.00000000001,21.78,45310.0,29.620800000000003,61621.600000000006,11773.0,96.0,0.0015111483183643,0.0012431388299194,0.0085375526861926,0.0050974082864743,0.7360726923076922,3.88,73.79,False,0.7360726923076922,3.88,73.79,False
"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",Bioinformatics Technicians,1206,2.35,3.0,5,1,1.0,3.0,develop or maintain applications that process biologically based data into searchable databases for purposes of analysis calculation or presentation,43-9111.01,Bioinformatics Technicians,bioinformatics technicians,Core,65.0,Incumbent,1.0,0.0032972023769637,0.0040585797065777,Office and Administrative Support Occupations,1.0,34.37,71490.0,34.37,71490.0,2330.0,26.0,20.53,42700.0,27.920800000000003,58072.00000000001,21.78,45310.0,29.620800000000003,61621.600000000006,11773.0,96.0,0.0015111483183643,0.0012431388299194,0.0085375526861926,0.0050974082864743,2.2614465384615383,3.78,75.87,False,2.2614465384615383,3.78,75.87,False
Develop or maintain internal or external company Web sites.,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1206,2.21,2.0,5,1,1.25,3.0,develop or maintain internal or external company web sites,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",secretaries and administrative assistants except legal medical and executive,Supplemental,142.0,Incumbent,1.0,0.0202086597297782,0.0248751659435411,Office and Administrative Support Occupations,4.0,22.26,46290.0,21.71,45150.0,1737820.0,14910.0,16.31,33910.0,22.1816,46117.600000000006,14.74,30660.0,20.0464,41697.600000000006,2281120.0,29200.0,1.1270831633561709,0.7128923059269034,1.6542242574983324,1.550461687135947,0.6312638461538461,3.1,33.58,False,1.8478303846153847,3.63,21.42,False
"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",Search Marketing Strategists,1164,2.4,2.0,5,1,1.0,3.0,collect and analyze web metrics such as visits time on site page views per visit transaction volume and revenue traffic mix clickthrough rates conversion rates cost per acquisition or cost per click,15-1199.10,Search Marketing Strategists,search marketing strategists,Core,23.0,Occupational Expert,1.0,0.00638168201993,0.0078553155611182,Computer and Mathematical Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,40.98,85240.0,55.7328,115926.4,34.88,72540.0,47.436800000000005,98654.4,8692.0,102.0,0.2792511293725855,0.6363914548549353,0.0063032708696497,0.0054159963043789,0.7495546153846154,4.52,100.0,False,1.4671046153846152,4.65,100.0,False
Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,Search Marketing Strategists,1164,2.39,3.0,5,1,1.0,3.0,optimize web site exposure by analyzing search engine patterns to direct online placement of keywords or other content,15-1199.10,Search Marketing Strategists,search marketing strategists,Core,23.0,Occupational Expert,1.0,0.004360816046952,0.005367798966764,Computer and Mathematical Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,40.98,85240.0,55.7328,115926.4,34.88,72540.0,47.436800000000005,98654.4,8692.0,102.0,0.2792511293725855,0.6363914548549353,0.0063032708696497,0.0054159963043789,1.2721565384615383,4.27,100.0,False,0.7744323076923076,4.13,100.0,False
Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,Search Marketing Strategists,1164,2.22,2.0,5,1,1.0,3.0,combine secondary data sources with keyword research to more accurately profile and satisfy user intent,15-1199.10,Search Marketing Strategists,search marketing strategists,Core,23.0,Occupational Expert,1.0,0.0025526728079719,0.0031421262244472,Computer and Mathematical Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,40.98,85240.0,55.7328,115926.4,34.88,72540.0,47.436800000000005,98654.4,8692.0,102.0,0.2792511293725855,0.6363914548549353,0.0063032708696497,0.0054159963043789,0.3351465384615384,4.09,100.0,False,0.7097830769230768,4.13,100.0,False
"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",Search Marketing Strategists,1157,2.4,3.0,5,1,2.0,3.0,optimize digital assets such as text graphics or multimedia assets for search engine optimization seo or for display and usability on internetconnected devices,15-1199.10,Search Marketing Strategists,search marketing strategists,Core,23.0,Occupational Expert,1.0,0.0188259619587934,0.0231731809052989,Computer and Mathematical Occupations,1.0,37.0,76950.0,31.2,64900.0,430570.0,13310.0,40.98,85240.0,55.7328,115926.4,34.88,72540.0,47.436800000000005,98654.4,8692.0,102.0,0.2792511293725855,0.6363914548549353,0.0063032708696497,0.0054159963043789,1.5247257692307692,4.52,100.0,False,0.9240238461538464,4.22,100.0,False
