task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",evaluate the financial aspects of product development such as budgets expenditures research and development appropriations or returnoninvestment and profitloss projections,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.004254454679953331,0.005236877040745526,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.6194011538461538,3.99,81.95,False,0.6194011538461538,3.99,81.95,False
"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",formulate direct or coordinate marketing activities or policies to promote products or services working with advertising or promotion managers,11-2021.00,Marketing Managers,marketing managers,Core,117.0,Incumbent,1.0,0.059456004152347815,0.07318535664441872,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,2.2904203846153846,4.24,98.22,False,2.2904203846153846,4.24,98.22,False
"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",advise business or other groups on local national or international factors affecting the buying or selling of products or services,11-2021.00,Marketing Managers,marketing managers,Supplemental,113.0,Incumbent,1.0,0.012337918571864647,0.015186943418162006,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.27646846153846155,3.06,66.15,False,0.27646846153846155,3.06,66.15,False
Initiate market research studies or analyze their findings.,initiate market research studies or analyze their findings,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.002871756908968446,0.0035348920025031648,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.3218734615384615,3.4,88.47,False,0.3218734615384615,3.4,88.47,False
"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors.",confer with legal staff to resolve problems such as copyright infringement or royalty sharing with outside producers or distributors,11-2021.00,Marketing Managers,marketing managers,Core,115.0,Incumbent,1.0,0.005318068349941626,0.006546096300931858,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.08650961538461538,3.14,67.35,False,0.08650961538461538,3.14,67.35,False
"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",recommend modifications to products packaging production processes or other characteristics to improve the environmental soundness or sustainability of products,11-2021.00,Marketing Managers,marketing managers,Supplemental,116.0,Incumbent,1.0,0.0020208659729778287,0.0024875165943541197,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.16541,3.12,48.28,False,0.16541,3.12,48.28,False
"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",use sales forecasting or strategic planning to ensure the sale and profitability of products lines or services analyzing business developments and monitoring market trends,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.0045735387809497634,0.0056296428188013555,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.4814230769230769,3.56,87.23,False,0.4814230769230769,3.56,87.23,False
"Develop pricing strategies, balancing firm objectives and customer satisfaction.",develop pricing strategies balancing firm objectives and customer satisfaction,11-2021.00,Marketing Managers,marketing managers,Core,117.0,Incumbent,1.0,0.004786261514947437,0.005891486670838641,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.4226676923076923,3.87,71.63,False,0.4226676923076923,3.87,71.63,False
"Integrate environmental information into product or company marketing strategies, policies, or activities.",integrate environmental information into product or company marketing strategies policies or activities,11-2021.00,Marketing Managers,marketing managers,Supplemental,116.0,Incumbent,1.0,0.003722647844959146,0.004582267410652311,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.1074,2.59,46.94,False,0.1074,2.59,46.94,False
Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business,11-2022.00,Sales Managers,sales managers,Supplemental,21.0,Occupational Expert,1.0,0.002233588706975422,0.002749360446391306,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.42789961538461535,3.26,82.61,False,0.2179323076923077,3.55,57.14,False
Review operational records and reports to project sales and determine profitability.,review operational records and reports to project sales and determine profitability,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.00393537057895682,0.0048441112626895965,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.5340815384615385,3.95,95.65,False,0.523786923076923,3.76,100.0,False
Determine price schedules and discount rates.,determine price schedules and discount rates,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0062753206529311606,0.007724393635099646,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.4409696153846153,3.61,100.0,False,1.0398634615384614,3.8,100.0,False
Resolve customer complaints regarding sales and service.,resolve customer complaints regarding sales and service,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.012231557204865812,0.015056021492143364,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.6126284615384615,4.09,100.0,False,0.7746153846153847,4.45,95.24,False
Confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase.,confer with potential customers regarding equipment needs and advise customers on types of equipment to purchase,11-2022.00,Sales Managers,sales managers,Supplemental,21.0,Occupational Expert,1.0,0.0015954205049824792,0.001963828890279547,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,1.308465769230769,4.07,65.22,False,0.5527446153846154,3.79,66.67,False
Monitor customer preferences to determine focus of sales efforts.,monitor customer preferences to determine focus of sales efforts,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0029781182759672834,0.003665813928521808,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.7907399999999999,3.57,95.65,False,0.25601115384615386,3.55,100.0,False
"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate or other subjects of sale.",direct and coordinate activities involving sales of manufactured products services commodities real estate or other subjects of sale,11-2022.00,Sales Managers,sales managers,Supplemental,21.0,Occupational Expert,1.0,0.0015954205049824792,0.001963828890279547,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,3.4070615384615386,4.22,100.0,False,1.7893130769230767,4.07,66.67,False
Confer with labor relations managers to develop internal communications that keep employees informed of company activities.,confer with labor relations managers to develop internal communications that keep employees informed of company activities,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Supplemental,103.0,Incumbent,1.0,0.0030844796429661215,0.0037967358545404513,Management Occupations,2.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8774502662721894,3.930890688259109,84.69781376518219,True,0.19572769230769232,3.28,60.1,False
"Facilitate consumer relations or the relationship between parts of the company, such as the managers and employees, or different branch offices.",facilitate consumer relations or the relationship between parts of the company such as the managers and employees or different branch offices,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.007126211588921778,0.00877176904324869,Management Occupations,2.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8774502662721894,3.930890688259109,84.69781376518219,True,1.0246292307692308,3.49,73.48,False
"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.",establish and maintain effective working relationships with clients government officials and media representatives and use these relationships to develop new business opportunities,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,102.0,Incumbent,1.0,0.03680103298159635,0.04529898640244883,Management Occupations,2.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8774502662721894,3.930890688259109,84.69781376518219,True,2.547312692307692,4.39,96.49,False
"Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.",write interesting and effective press releases prepare information for media kits and develop and maintain company internet or intranet web pages,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.026058534914714184,0.03207587187456637,Management Occupations,2.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8774502662721894,3.930890688259109,84.69781376518219,True,2.1224657692307694,4.35,88.45,False
