task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
Confer with labor relations managers to develop internal communications that keep employees informed of company activities.,confer with labor relations managers to develop internal communications that keep employees informed of company activities,11-2031,Public Relations and Fundraising Managers,0.1957276923076923,3.28,60.1,60380.0,330.0
Evaluate advertising and promotion programs for compatibility with public relations efforts.,evaluate advertising and promotion programs for compatibility with public relations efforts,11-2031,Public Relations and Fundraising Managers,0.8265284615384615,3.76,92.57,60380.0,330.0
"Assign, supervise, and review the activities of public relations staff.",assign supervise and review the activities of public relations staff,11-2031,Public Relations and Fundraising Managers,3.066090384615385,4.13,86.34,60380.0,330.0
Draft speeches for company executives and arrange interviews and other forms of contact for them.,draft speeches for company executives and arrange interviews and other forms of contact for them,11-2031,Public Relations and Fundraising Managers,0.5544096153846154,3.82,92.92,60380.0,330.0
"Manage special events, such as sponsorship of races, parties introducing new products, or other activities the firm supports, to gain public attention through the media without advertising directly.",manage special events such as sponsorship of races parties introducing new products or other activities the firm supports to gain public attention through the media without advertising directly,11-2031,Public Relations and Fundraising Managers,0.6221646153846154,3.65,92.54,60380.0,330.0
Manage communications budgets.,manage communications budgets,11-2031,Public Relations and Fundraising Managers,0.5704473076923077,3.84,89.87,60380.0,330.0
"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",develop and maintain the companys corporate image and identity which includes the use of logos and signage,11-2031,Public Relations and Fundraising Managers,1.308296153846154,4.06,88.87,60380.0,330.0
"Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.",write interesting and effective press releases prepare information for media kits and develop and maintain company internet or intranet web pages,11-2031,Public Relations and Fundraising Managers,2.1224657692307694,4.35,88.45,60380.0,330.0
"Formulate policies and procedures related to public information programs, working with public relations executives.",formulate policies and procedures related to public information programs working with public relations executives,11-2031,Public Relations and Fundraising Managers,0.8050103846153847,3.47,83.15,60380.0,330.0
Hire and terminate clerical and administrative personnel.,hire and terminate clerical and administrative personnel,11-3011,Administrative Services Managers,0.2010034615384615,3.58,46.71,270080.0,2070.0
"Dispose of, or oversee the disposal of, surplus or unclaimed property.",dispose of or oversee the disposal of surplus or unclaimed property,11-3011,Administrative Services Managers,0.0727403846153846,2.23,35.35,270080.0,2070.0
Conduct classes to teach procedures to staff.,conduct classes to teach procedures to staff,11-3011,Administrative Services Managers,0.1366342307692307,3.21,47.12,270080.0,2070.0
"Participate in architectural and engineering planning and design, including space and installation management.",participate in architectural and engineering planning and design including space and installation management,11-3011,Administrative Services Managers,0.1243226923076923,3.2,30.56,270080.0,2070.0
Manage leasing of facility space.,manage leasing of facility space,11-3011,Administrative Services Managers,0.5487569230769231,2.84,21.82,270080.0,2070.0
"Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",oversee the maintenance and repair of machinery equipment and electrical and mechanical systems,11-3011,Administrative Services Managers,0.5466338461538461,3.46,51.88,270080.0,2070.0
"Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental health and security standards and comply with government regulations,11-3011,Administrative Services Managers,0.1394630769230769,3.32,32.29,270080.0,2070.0
